Tissue,Feature,n_cancer_animals,n_control_animals,cancer_mean,control_mean,log2_fc_plus1_cancer_control,rank_biserial_cancer_control,p_mwu,FDR_BH,cancer_detection_frequency,control_detection_frequency,absolute_detection_frequency_difference,FDR_significant,detection_difference_gt_0_30
Liver,173.13,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,173.87,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,174.87,6,4,0.23969311501050042,0.2043044985461967,0.0417828149975105,0.33333333333333326,0.47619047619047616,1.0,1.0,1.0,0.0,False,False
Liver,176.87,6,4,0.01259441085257139,0.006194902412032419,0.00914664047002582,0.08333333333333326,0.9142857142857143,1.0,0.3333333333333333,0.25,0.08333333333333331,False,False
Liver,178.05,6,4,0.09099870568062716,0.09709496958533498,-0.008039027359457293,-0.41666666666666663,0.35238095238095235,1.0,1.0,1.0,0.0,False,False
Liver,179.05,6,4,0.037950416310864286,0.07011373174687684,-0.04402660779310228,-0.6666666666666667,0.11428571428571428,1.0,0.8333333333333334,1.0,0.16666666666666663,False,False
Liver,180.04,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,180.88,6,4,0.09099972774700338,0.050413818926704296,0.05469294051675896,0.41666666666666674,0.35238095238095235,1.0,0.8333333333333334,0.5,0.33333333333333337,False,True
Liver,181.09,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,182.0,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,182.93,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,184.1,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,184.23,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,185.05,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,185.93,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,186.86,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,187.85,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,188.82,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,189.04,6,4,0.018130508557376177,0.03937051879414141,-0.029787538982041447,-0.6666666666666667,0.11428571428571428,1.0,0.6666666666666666,1.0,0.33333333333333337,False,True
Liver,189.86,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,190.09,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,190.26,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,190.82,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,191.06,6,4,0.0,0.004064966215417538,-0.005852619293209494,-0.25,0.6095238095238095,1.0,0.0,0.25,0.25,False,False
Liver,192.8,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
